,news,type
1824,"Few of the malicious programs written by hi-tech thieves are cleverly written, many are much more pragmatic and use tried and tested techniques to infect machines or to trick users into installing a program or handing over important data.Former virus writer Marek Strihavka, aka Benny from the 29A virus writing group, recently quit the malware scene partly because it was being taken over by spyware writers, phishing gangs, and spammers who are more interested in money rather than the technology.As the tactics used by malicious programs change, said Mr King, so many firms were changing the way they defend themselves.",tech
1825,"""It's very simple to set up, just a satellite antenna on the roof of the school, but it's also a one-way connection, so getting feedback or specific requests from end users is difficult.""It is a pilot project run by EduVision, which is looking at ways to use low cost computer systems to get up-to-date information to students who are currently stuck with ancient textbooks.""We plan to put a solar panel at the school with the base station, have the E-slates charge during the day when the children are in school, then they can take them home at night and continue working.""",tech
1826,"""This could mean that cash machines get caught up in the viruses that are going around because they have a common transmission system,"" he said.""In theory there is a bigger threat with Windows than OS/2,"" he said, ""but I do not think that the banks are hugely concerned at the moment.""Incidents like this happen, said Mr Thiemann, because when banks start using Windows cash machines they also change the networking technology used to link the devices to their back office computers.",tech
1827,"Microsoft is trailing behind competitors like Google and AOL, which already offer services which make it easy for people to set up web journals.Competitors like Google already offer free services through its Blogger site, while AOL provides its members with journals.It is launching a test service to allow people to publish blogs, or online journals, called MSN Spaces.",tech
1828,"""We've heard the environmental argument for handing a phone back,"" said Mr Goodman, ""but there's a strong social argument too.""""It's an interesting country because it has a really crap fixed line network,"" said Mr Goodman, ""and there's a real desire for people to get mobile phones.""""It's quite common for people to have two or three phones just lying around,"" said Mr Goodman.",tech
1829,"""Like all games, computer and video games entertain while promoting social development, and playing and talking about games is an important part of young people's lives,"" said project manager Caroline Pelletier.""At a time of hysterical and inaccurate reporting it is heartening to see the cultural, social and educational value of computer and video games being assessed intelligently,"" said Roger Bennett, director general of the Entertainment and Leisure Software Publishers Association.""Without first-hand experience of how much fun a game can be, they have little motivation to play and remain disengaged from an engrossing and sociable activity,"" said research fellow Diane Carr.",tech
1830,"Ms Sanders said DEC had contacted US net registrars who handle domain ownership and the net hosting firm that is keeping the site on the web.Warning over tsunami aid website
 
 Net users are being told to avoid a scam website that claims to collect cash on behalf of tsunami victims.Ms Sanders said sending out spam e-mail to solicit donations was not DEC's style and that it would never canvass support in this way.",tech
1831,unicode error,tech
1832,unicode error,tech
1833,"""We discovered a huge variety of problems, but one of the biggest issues is the current supplier withholding the information that people need to give to their new supplier,"" said Tim Danton, editor of PC Pro.A third of the 2,000 broadband users interviewed were fed up with their current providers but this could be just the tip of the iceberg thinks Tim Danton, editor of PC Pro Magazine.It is particularly bad news for BT, the UK's biggest internet supplier, with almost three times as many people trying to leave as joining.",tech
1834,"Gates opens biggest gadget fair
 
 Bill Gates has opened the Consumer Electronics Show (CES) in Las Vegas, saying that gadgets are working together more to help people manage multimedia content around the home and on the move.These included what Mr Gates called an ""ecosystem of technologies"", like SBC's IPTV, a high-definition TV and digital video recorder that worked via broadband to give high-quality and fast TV.The latest trends in digital imaging, storage technologies, thinner flat screen and high-definition TVs, wireless and portable technologies, gaming, and broadband technologies will all be on show over the three days.",tech
1835,"DS aims to touch gamers
 
 The mobile gaming industry is set to explode in 2005 with a number of high-profile devices offering a range of gaming and other features such as movie and music playback.Hardened gamers will have to learn to adapt to a new way of playing while it could prove to be an accessible way in to gaming for novices, Ultimately the success or failure of the device lies in the hands of developers.""We believe the DS will appeal to all ages, both genders and gamers of any skill,"" said David Yarnton, Nintendo Europe's general manager said at the recent press launch for the handheld.",tech
1836,unicode error,tech
1837,"The total number of people and businesses on broadband rose by to 32.5 million in the year ending June 2004, compared to 23.5 million in June 2003.Whereas in the UK, most people hook up to broadband via Asymmetric Digital Subscriber Line (ADSL) technology which lets ordinary copper phone lines support high data speeds.The number of people and business connected to broadband jumped by 38% in a year, said the US Federal Communications Commission (FCC).",tech
1838,"In a letter, EC President Jos&#233; Manuel Barroso told the President of the European Parliament, Josep Borrell, that the Commission ""did not intend to refer a new proposal to the Parliament and the Council (of ministers)"" as it had supported the agreement reached by ministers in May 2004.'No re-draft' for EU patent law
 
 A proposed European law on software patents will not be re-drafted by the European Commission (EC) despite requests by MEPs.The EC says the Council of Ministers will adopt a draft version that was agreed upon last May but said it would review ""all aspects of the directive"".",tech
1839,"But, says Nick Donofrio, senior vice-president of technology and manufacturing at IBM, it was not ""the thing"" itself that actually improved people's lives.But change and innovation in technology that people will see affecting their daily lives, he says, will come about slowly, subtlety, and in ways that will no longer be ""in your face"".People will know their lives are just better,"" says Mr Donofrio.",tech
1840,"While Toshiba's HD-DVD technology has won backing from Paramount, Universal and Warner Bros. ""The real world benefits (of HD-DVD) are apparent and obvious,"" said Jim Cardwell, president of Warner Home Video.""As we move from standard definition video images to high-definition images, we have a much greater need for storage,"" Richard Doherty, from Panasonic's Hollywood Laboratories, one of the pioneers of Blu-ray, told the BBC news website.Mr Doherty said gamers were ""ravenous"" for high-quality graphics and technology for the next generation of titles.",tech
1841,unicode error,tech
1842,"Honour for UK games maker
 
 Leading British computer games maker Peter Molyneux has been made an OBE in the New Year Honours list.Mr Molyneux said that his involvement with the games industry started almost by accident as back in the early days game making was more a hobby than a career.Mr Molyneux has been behind many of the ground-breaking games of the last 15 years such as Populous, Theme Park, Dungeon Keeper and Black and White.",tech
1843,"Eidos announced the next CM game, with a new team to develop it from scratch, whilst SI developed the existing code further to be released, with new publishers Sega, under the name Football Manager.Football Manager scores big time
 
 For the past decade or so the virtual football fans among us will have become used to the annual helping of Championship Manager (CM).It has an obscene number of playable leagues, an obscene number of manageable teams and a really obscene number of players and staff from around the world in the database, with stats faithfully researched and compiled by a loyal army of fans.",tech
